Name,Protein name,Orientation,Length
Q9BYE2,Transmembrane protease serine 13 (EC 3.4.21.-) (Membrane-type mosaic serine protease) (Mosaic serine protease),i166-186o,586
Q9BYE9,Cadherin-related family member 2 (Protocadherin LKC) (PC-LKC) (Protocadherin-24),o1155-1175i,1310
Q9BYF1,Angiotensin-converting enzyme 2 (EC 3.4.17.23) (Angiotensin-converting enzyme homolog) (ACEH) (Angiotensin-converting enzyme-related carboxypeptidase) (ACE-related carboxypeptidase) (EC 3.4.17.-) (Metalloprotease MPROT15) [Cleaved into: Processed angiotensin-converting enzyme 2],o744-766i,805
Q9BYG0,"Lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase (EC 2.4.1.206) (Lactotriaosylceramide synthase) (Lc(3)Cer synthase) (Lc3 synthase) (UDP-GlcNAc:beta-Gal beta-1,3-N-acetylglucosaminyltransferase 5) (BGnT-5) (Beta-1,3-Gn-T5) (Beta-1,3-N-acetylglucosaminyltransferase 5) (Beta3Gn-T5)",i16-32o,378
Q9BYH1,Seizure 6-like protein,o959-979i,1024
Q9BZ11,Disintegrin and metalloproteinase domain-containing protein 33 (ADAM 33) (EC 3.4.24.-),o702-722i,813
Q9BZA7,Protocadherin-11 X-linked (Protocadherin-11) (Protocadherin on the X chromosome) (PCDH-X) (Protocadherin-S),o813-834i,1347
Q9BZA8,Protocadherin-11 Y-linked (Protocadherin-11) (Protocadherin on the Y chromosome) (PCDH-Y) (Protocadherin prostate cancer) (Protocadherin-PC) (Protocadherin-22),o845-866i,1340
Q9BZD6,Transmembrane gamma-carboxyglutamic acid protein 4 (Proline-rich gamma-carboxyglutamic acid protein 4) (Proline-rich Gla protein 4),o117-137i,226
Q9BZF1,Oxysterol-binding protein-related protein 8 (ORP-8) (OSBP-related protein 8),i871-888o,889
Q9BZG2,Testicular acid phosphatase (EC 3.1.3.2) (Acid phosphatase 4),o398-413i,426
Q9BZL3,Small integral membrane protein 3 (NGF-induced differentiation clone 67 protein) (Small membrane protein NID67),o22-42i,60
Q9BZV3,Interphotoreceptor matrix proteoglycan 2 (Interphotoreceptor matrix proteoglycan of 200 kDa) (IPM 200) (Sialoprotein associated with cones and rods proteoglycan) (Spacrcan),o1100-1124i,1241
Q9BZW8,Natural killer cell receptor 2B4 (NK cell activation-inducing ligand) (NAIL) (NK cell type I receptor protein 2B4) (NKR2B4) (h2B4) (SLAM family member 4) (SLAMF4) (Signaling lymphocytic activation molecule 4) (CD antigen CD244),o227-248i,370
Q9BZZ2,Sialoadhesin (Sialic acid-binding Ig-like lectin 1) (Siglec-1) (CD antigen CD169),o1642-1662i,1709
Q9C0A0,Contactin-associated protein-like 4 (Cell recognition molecule Caspr4),o1242-1262i,1308
Q9C0C4,Semaphorin-4C,o664-684i,833
Q9C0I4,Thrombospondin type-1 domain-containing protein 7B,o1558-1578i,1606
Q9GZS9,Carbohydrate sulfotransferase 5 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 4-alpha) (GST4-alpha) (Intestinal N-acetylglucosamine-6-O-sulfotransferase) (I-GlcNAc6ST) (Intestinal GlcNAc-6-sulfotransferase) (hIGn6ST) (N-acetylglucosamine 6-O-sulfotransferase 3) (GlcNAc6ST-3) (Gn6st-3),i32-49o,411
Q9GZY6,Linker for activation of T-cells family member 2 (Linker for activation of B-cells) (Membrane-associated adapter molecule) (Non-T-cell activation linker) (Williams-Beuren syndrome chromosomal region 15 protein) (Williams-Beuren syndrome chromosomal region 5 protein),o7-26i,243
Q9GZY8,Mitochondrial fission factor,i322-340o,342
Q9H013,Disintegrin and metalloproteinase domain-containing protein 19 (ADAM 19) (EC 3.4.24.-) (Meltrin-beta) (Metalloprotease and disintegrin dendritic antigen marker) (MADDAM),o703-721i,955
Q9H0Q3,FXYD domain-containing ion transport regulator 6 (Phosphohippolin),o39-57i,95
Q9H0R3,Transmembrane protein 222,i191-201o,208
Q9H0V9,VIP36-like protein (Lectin mannose-binding 2-like) (LMAN2-like protein),o315-336i,348
Q9H0X9,Oxysterol-binding protein-related protein 5 (ORP-5) (OSBP-related protein 5) (Oxysterol-binding protein homolog 1),i860-878o,879
Q9H156,SLIT and NTRK-like protein 2,o620-643i,845
Q9H173,Nucleotide exchange factor SIL1 (BiP-associated protein) (BAP),o32i,461
Q9H1B5,Xylosyltransferase 2 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase II) (XT-II) (XylT-II),i16-32o,865
Q9H251,Cadherin-23 (Otocadherin),o3067-3086i,3354
Q9H2A7,C-X-C motif chemokine 16 (Scavenger receptor for phosphatidylserine and oxidized low density lipoprotein) (SR-PSOX) (Small-inducible cytokine B16) (Transmembrane chemokine CXCL16),o206-226i,254
Q9H2B2,Synaptotagmin-4 (Synaptotagmin IV) (SytIV),o16-36i,425
Q9H2E6,Semaphorin-6A (Semaphorin VIA) (Sema VIA) (Semaphorin-6A-1) (SEMA6A-1),o650-673i,1030
Q9H2S6,Tenomodulin (TeM) (hTeM) (Chondromodulin-1-like protein) (ChM1L) (hChM1L) (Chondromodulin-I-like protein) (Myodulin) (Tendin),i29-49o,317
Q9H2U9,Disintegrin and metalloproteinase domain-containing protein 7 (ADAM 7) (Sperm maturation-related glycoprotein GP-83),o671-690i,754
Q9H2X3,C-type lectin domain family 4 member M (CD209 antigen-like protein 1) (DC-SIGN-related protein) (DC-SIGNR) (Dendritic cell-specific ICAM-3-grabbing non-integrin 2) (DC-SIGN2) (Liver/lymph node-specific ICAM-3-grabbing non-integrin) (L-SIGN) (CD antigen CD299),i49-70o,399
Q9H3N1,Thioredoxin-related transmembrane protein 1 (Thioredoxin domain-containing protein 1) (Transmembrane Trx-related protein),o183-203i,280
Q9H3Q3,"Galactose-3-O-sulfotransferase 2 (Gal3ST-2) (EC 2.8.2.-) (Beta-galactose-3-O-sulfotransferase 2) (Gal-beta-1, 3-GalNAc 3'-sulfotransferase 2) (Glycoprotein beta-Gal 3'-sulfotransferase 2)",i14-31o,398
Q9H3R1,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 4) (NDST-4) (N-heparan sulfate sulfotransferase 4) (N-HSST 4) [Includes: Heparan sulfate N-deacetylase 4 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 4 (EC 2.8.2.-)],i14-33o,872
Q9H3R2,Mucin-13 (MUC-13) (Down-regulated in colon cancer 1),o419-443i,512
Q9H3S1,Semaphorin-4A (Semaphorin-B) (Sema B),o684-704i,761
Q9H3S3,Transmembrane protease serine 5 (EC 3.4.21.-) (Spinesin),i49-69o,457
Q9H3T2,Semaphorin-6C (Semaphorin-Y) (Sema Y),o605-625i,930
Q9H3T3,Semaphorin-6B (Semaphorin-Z) (Sema Z),o600-622i,888
Q9H400,Lck-interacting transmembrane adapter 1 (Lck-interacting membrane protein) (Lck-interacting molecule),o11-27i,295
Q9H4D0,Calsyntenin-2 (Alcadein-gamma) (Alc-gamma),o833-853i,955
Q9H4I9,"Essential MCU regulator, mitochondrial (Single-pass membrane protein with aspartate-rich tail 1, mitochondrial)",i65-84o,107
Q9H5V8,CUB domain-containing protein 1 (Membrane glycoprotein gp140) (Subtractive immunization M plus HEp3-associated 135 kDa protein) (SIMA135) (Transmembrane and associated with src kinases) (CD antigen CD318),o668-688i,836
Q9H5Y7,SLIT and NTRK-like protein 6,o609-629i,841
Q9H6B4,CXADR-like membrane protein (Adipocyte adhesion molecule) (Coxsackie- and adenovirus receptor-like membrane protein) (CAR-like membrane protein),o234-256i,373
Q9H6X2,Anthrax toxin receptor 1 (Tumor endothelial marker 8),o322-342i,564
Q9H6Y7,E3 ubiquitin-protein ligase RNF167 (EC 2.3.2.27) (RING finger protein 167),o174-194i,350
Q9H741,SREBP regulating gene protein (SREBF pathway regulator in Golgi 1),i17-32o,205
Q9H7M9,V-type immunoglobulin domain-containing suppressor of T-cell activation (Platelet receptor Gi24) (Stress-induced secreted protein-1) (Sisp-1) (V-set domain-containing immunoregulatory receptor) (V-set immunoregulatory receptor),o196-216i,311
Q9H8M9,Protein eva-1 homolog A (Protein FAM176A) (Transmembrane protein 166),o34-55i,152
Q9H9K5,"Endogenous retroviral envelope protein HEMO (Endogenous retrovirus group MER34 member 1 Env polyprotein) (HERV-MER_4q12 provirus ancestral Env polyprotein) (Human endogenous MER34 (medium-reiteration-frequency-family-34) open reading frame) (Human endogenous MER34 ORF) (HEMO) [Cleaved into: Endogenous retroviral envelope protein HEMO, secreted form (Endogenous retroviral envelope protein HEMO, 48 kDa form)]",o493-507i,563
Q9H9P2,Chondrolectin (Transmembrane protein MT75),o220-240i,273
Q9H9V4,RING finger protein 122,o37-55i,155
Q9HAV5,Tumor necrosis factor receptor superfamily member 27 (X-linked ectodysplasin-A2 receptor) (EDA-A2 receptor),o140-160i,297
Q9HAW7,UDP-glucuronosyltransferase 1A7 (UGT1A7) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-7) (UDPGT 1-7) (UGT1*7) (UGT1-07) (UGT1.7) (UDP-glucuronosyltransferase 1-G) (UGT-1G) (UGT1G),o486-506i,530
Q9HAW8,UDP-glucuronosyltransferase 1A10 (UGT1A10) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-10) (UDPGT 1-10) (UGT1*10) (UGT1-10) (UGT1.10) (UDP-glucuronosyltransferase 1-J) (UGT-1J) (UGT1J),o486-506i,530
Q9HAW9,UDP-glucuronosyltransferase 1A8 (UGT1A8) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-8) (UDPGT 1-8) (UGT1*8) (UGT1-08) (UGT1.8) (UDP-glucuronosyltransferase 1-H) (UGT-1H) (UGT1H),o486-506i,530
Q9HB29,Interleukin-1 receptor-like 2 (EC 3.2.2.6) (IL-36 receptor) (IL-36R) (Interleukin-1 receptor-related protein 2) (IL-1Rrp2) (IL1R-rp2),o336-355i,575
Q9HBB8,Cadherin-related family member 5 (Mu-protocadherin) (Mucin and cadherin-like protein) (Mucin-like protocadherin) (MLPCDH),o669-690i,845
Q9HBE5,Interleukin-21 receptor (IL-21 receptor) (IL-21R) (Novel interleukin receptor) (CD antigen CD360),o238-253i,538
Q9HBG7,T-lymphocyte surface antigen Ly-9 (Cell surface molecule Ly-9) (Lymphocyte antigen 9) (SLAM family member 3) (SLAMF3) (Signaling lymphocytic activation molecule 3) (CD antigen CD229),o455-475i,655
Q9HBI6,Cytochrome P450 4F11 (CYPIVF11) (EC 1.14.14.1) (3-hydroxy fatty acids omega-hydroxylase CYP4F11) (Docosahexaenoic acid omega-hydroxylase) (EC 1.14.14.79) (Long-chain fatty acid omega-monooxygenase) (EC 1.14.14.80) (Phylloquinone omega-hydroxylase CYP4F11) (EC 1.14.14.78),o36i,524
Q9HBJ8,Collectrin (Transmembrane protein 27),o142-167i,222
Q9HBT6,Cadherin-20,o622-640i,801
Q9HBV2,Sperm acrosome membrane-associated protein 1 (Sperm acrosomal membrane-associated protein 32),o218-241i,294
Q9HBW1,Leucine-rich repeat-containing protein 4 (Brain tumor-associated protein BAG) (Nasopharyngeal carcinoma-associated gene 14 protein) (Netrin-G2 ligand) (NGL-2),o528-548i,653
Q9HC10,Otoferlin (Fer-1-like protein 2),i1965-1985o,1997
Q9HC73,Cytokine receptor-like factor 2 (Cytokine receptor-like 2) (IL-XR) (Thymic stromal lymphopoietin protein receptor) (TSLP receptor),o232-252i,371
Q9HCJ2,Leucine-rich repeat-containing protein 4C (Netrin-G1 ligand) (NGL-1),o528-548i,640
Q9HCK4,Roundabout homolog 2,o860-880i,1378
Q9HCM2,Plexin-A4,o1238-1258i,1894
Q9HCM3,UPF0606 protein KIAA1549,o1301-1319i,1950
Q9HCN6,Platelet glycoprotein VI (GPVI) (Glycoprotein 6),o270-289i,339
Q9HCQ5,Polypeptide N-acetylgalactosaminyltransferase 9 (EC 2.4.1.41) (Polypeptide GalNAc transferase 9) (GalNAc-T9) (pp-GaNTase 9) (Protein-UDP acetylgalactosaminyltransferase 9) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 9),i10-26o,603
Q9HCS2,Cytochrome P450 4F12 (EC 1.14.14.1) (CYPIVF12),o39i,524
Q9HCU0,Endosialin (Tumor endothelial marker 1) (CD antigen CD248),o688-708i,757
Q9HCU5,Prolactin regulatory element-binding protein (Mammalian guanine nucleotide exchange factor mSec12),i391-409o,417
Q9HD36,Bcl-2-like protein 10 (Bcl2-L-10) (Anti-apoptotic protein Boo) (Anti-apoptotic protein NrH) (Apoptosis regulator Bcl-B),i183-200o,204
Q9HD43,Receptor-type tyrosine-protein phosphatase H (R-PTP-H) (EC 3.1.3.48) (Stomach cancer-associated protein tyrosine phosphatase 1) (SAP-1) (Transmembrane-type protein-tyrosine phosphatase type H),o754-774i,1115
Q9HDB5,"Neurexin-3-beta (Neurexin III-beta) [Cleaved into: Neurexin-3-beta, soluble form; Neurexin-3-beta, C-terminal fragment (NRXN3-CTF)]",o564-583i,637
Q9HDC5,Junctophilin-1 (JP-1) (Junctophilin type 1),i640-657o,661
Q9HDC9,Adipocyte plasma membrane-associated protein (Protein BSCv),i41-61o,416
Q9N2K0,HERV-H_2q24.3 provirus ancestral Env polyprotein (Env protein HERV-H/p62) (Env protein HERV-H19) (Env protein HERV-Hcl.3) (Envelope polyprotein) (HERV-H/env62) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)],o526-537i,584
Q9NNX6,CD209 antigen (C-type lectin domain family 4 member L) (Dendritic cell-specific ICAM-3-grabbing non-integrin 1) (DC-SIGN) (DC-SIGN1) (CD antigen CD209),i43-58o,404
Q9NP60,X-linked interleukin-1 receptor accessory protein-like 2 (IL-1 receptor accessory protein-like 2) (IL-1-RAPL-2) (IL-1RAPL-2) (IL1RAPL-2) (EC 3.2.2.6) (IL1RAPL-2-related protein) (Interleukin-1 receptor 9) (IL-1R-9) (IL-1R9) (Three immunoglobulin domain-containing IL-1 receptor-related 1) (TIGIRR-1),o355-375i,686
Q9NP84,Tumor necrosis factor receptor superfamily member 12A (Fibroblast growth factor-inducible immediate-early response protein 14) (FGF-inducible 14) (Tweak-receptor) (TweakR) (CD antigen CD266),o81-101i,129
Q9NP99,Triggering receptor expressed on myeloid cells 1 (TREM-1) (Triggering receptor expressed on monocytes 1) (CD antigen CD354),o207-229i,234
Q9NPA0,ER membrane protein complex subunit 7,o165-183i,242
Q9NPC4,"Lactosylceramide 4-alpha-galactosyltransferase (EC 2.4.1.228) (Alpha-1,4-N-acetylglucosaminyltransferase) (Alpha-1,4-galactosyltransferase) (Alpha4Gal-T1) (CD77 synthase) (Globotriaosylceramide synthase) (Gb3 synthase) (P1/Pk synthase) (UDP-galactose:beta-D-galactosyl-beta1-R 4-alpha-D-galactosyltransferase)",i23-38o,353
Q9NPF0,CD320 antigen (8D6 antigen) (FDC-signaling molecule 8D6) (FDC-SM-8D6) (Transcobalamin receptor) (TCblR) (CD antigen CD320),o231-250i,282
Q9NPF2,Carbohydrate sulfotransferase 11 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 1) (Chondroitin 4-sulfotransferase 1) (C4S-1) (C4ST-1) (C4ST1),i17-33o,352
Q9NPG4,"Protocadherin-12 (Vascular cadherin-2) (Vascular endothelial cadherin-2) (VE-cad-2) (VE-cadherin-2) [Cleaved into: Protocadherin-12, secreted form]",o724-737i,1184
Q9NPH3,Interleukin-1 receptor accessory protein (IL-1 receptor accessory protein) (IL-1RAcP) (EC 3.2.2.6) (Interleukin-1 receptor 3) (IL-1R-3) (IL-1R3),o357-377i,570
Q9NPR2,Semaphorin-4B (Semaphorin-C),o718-737i,837
Q9NPY3,Complement component C1q receptor (C1q/MBL/SPA receptor) (C1qR) (C1qR(p)) (C1qRp) (CDw93) (Complement component 1 q subcomponent receptor 1) (Matrix-remodeling-associated protein 4) (CD antigen CD93),o582-603i,652
Q9NPZ5,"Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 (EC 2.4.1.135) (Beta-1,3-glucuronyltransferase 2) (GlcAT-D) (UDP-glucuronosyltransferase S) (GlcAT-S) (Glucuronosyltransferase S)",i9-23o,323
Q9NQ25,SLAM family member 7 (CD2 subset 1) (CD2-like receptor-activating cytotoxic cells) (CRACC) (Membrane protein FOAP-12) (Novel Ly9) (Protein 19A) (CD antigen CD319),o226-248i,335
Q9NQG1,Protein MANBAL,o21-42i,85
Q9NQS3,Nectin-3 (CDw113) (Nectin cell adhesion molecule 3) (Poliovirus receptor-related protein 3) (CD antigen CD113),o405-427i,549
Q9NQX5,Neural proliferation differentiation and control protein 1 (NPDC-1),o186-206i,325
Q9NQX7,Integral membrane protein 2C (Cerebral protein 14) (Transmembrane protein BRI3) [Cleaved into: CT-BRI3],i57-79o,267
Q9NR16,Scavenger receptor cysteine-rich type 1 protein M160 (CD163 antigen-like 1) (CD antigen CD163b),o1360-1380i,1453
Q9NR34,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC (EC 3.2.1.113) (HMIC) (Mannosidase alpha class 1C member 1) (Processing alpha-1,2-mannosidase IC) (Alpha-1,2-mannosidase IC)",i23-43o,630
Q9NR61,Delta-like protein 4 (Drosophila Delta homolog 4) (Delta4),o532-552i,685
Q9NR71,Neutral ceramidase (N-CDase) (NCDase) (EC 3.5.1.-) (EC 3.5.1.23) (Acylsphingosine deacylase 2) (BCDase) (LCDase) (hCD) (N-acylsphingosine amidohydrolase 2) (Non-lysosomal ceramidase) [Cleaved into: Neutral ceramidase soluble form],i12-32o,780
Q9NR96,Toll-like receptor 9 (CD antigen CD289),o814-835i,1032
Q9NR97,Toll-like receptor 8 (CD antigen CD288),o829-848i,1041
Q9NRB3,Carbohydrate sulfotransferase 12 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 2) (Chondroitin 4-sulfotransferase 2) (C4ST-2) (C4ST2) (Sulfotransferase Hlo),i6-26o,414
Q9NRJ7,Protocadherin beta-16 (PCDH-beta-16) (Protocadherin-3X),o690-711i,776
Q9NRM1,Enamelin,o719-728i,1142
Q9NRM6,Interleukin-17 receptor B (IL-17 receptor B) (IL-17RB) (Cytokine receptor-like 4) (IL-17 receptor homolog 1) (IL-17Rh1) (IL17Rh1) (Interleukin-17B receptor) (IL-17B receptor),o293-313i,502
Q9NRQ5,Single-pass membrane and coiled-coil domain-containing protein 4 (Protein FN5),i33-51o,59
Q9NRR2,Tryptase gamma (EC 3.4.21.-) (Serine protease 31) (Transmembrane tryptase) [Cleaved into: Tryptase gamma light chain; Tryptase gamma heavy chain],o284-304i,321
Q9NRS4,Transmembrane protease serine 4 (EC 3.4.21.-) (Channel-activating protease 2) (CAPH2) (Membrane-type serine protease 2) (MT-SP2) [Cleaved into: Transmembrane protease serine 4 catalytic chain],i32-53o,437
Q9NS00,"Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 (EC 2.4.1.122) (B3Gal-T8) (Core 1 O-glycan T-synthase) (Core 1 UDP-galactose:N-acetylgalactosamine-alpha-R beta 1,3-galactosyltransferase 1) (Beta-1,3-galactosyltransferase) (Core 1 beta1,3-galactosyltransferase 1) (C1GalT1) (Core 1 beta3-Gal-T1)",i9-26o,363
Q9NS62,Thrombospondin type-1 domain-containing protein 1 (Transmembrane molecule with thrombospondin module),o415-435i,852
Q9NS64,Protein reprimo,o59-77i,109
Q9NS68,Tumor necrosis factor receptor superfamily member 19 (TRADE) (Toxicity and JNK inducer),o171-191i,423
Q9NS69,Mitochondrial import receptor subunit TOM22 homolog (hTom22) (1C9-2) (Translocase of outer membrane 22 kDa subunit homolog),i83-101o,142
Q9NS84,Carbohydrate sulfotransferase 7 (EC 2.8.2.-) (EC 2.8.2.17) (Chondroitin 6-sulfotransferase 2) (C6ST-2) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 5) (GST-5) (N-acetylglucosamine 6-O-sulfotransferase 4) (GlcNAc6ST-4) (Gn6st-4),i14-32o,486
Q9NSC7,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 (EC 2.4.3.3) (GalNAc alpha-2,6-sialyltransferase I) (ST6GalNAc I) (ST6GalNAc-I) (ST6GalNAcI) (hST6GalNAc-I) (Sialyltransferase 7A) (SIAT7-A)",i14-35o,600
Q9NSU2,Three-prime repair exonuclease 1 (EC 3.1.11.2) (3'-5' exonuclease TREX1) (Deoxyribonuclease III) (DNase III),i287-307o,314
Q9NT68,"Teneurin-2 (Ten-2) (Protein Odd Oz/ten-m homolog 2) (Tenascin-M2) (Ten-m2) (Teneurin transmembrane protein 2) [Cleaved into: Ten-2, soluble form; Ten-2 intracellular domain (Ten-2 ICD)]",i376-396o,2774
Q9NT99,Leucine-rich repeat-containing protein 4B (Netrin-G3 ligand) (NGL-3),o577-597i,713
Q9NTJ4,Alpha-mannosidase 2C1 (EC 3.2.1.24) (Alpha mannosidase 6A8B) (Alpha-D-mannoside mannohydrolase) (Mannosidase alpha class 2C member 1),i623-632o,1040
Q9NTN9,Semaphorin-4G,o678-698i,838
Q9NUM4,Transmembrane protein 106B,i96-117o,274
Q9NUQ2,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 5) (1-AGP acyltransferase 5) (1-AGPAT 5) (Lysophosphatidic acid acyltransferase epsilon) (LPAAT-epsilon),o35i,364
Q9NWQ8,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1 (Csk-binding protein) (Transmembrane adapter protein PAG) (Transmembrane phosphoprotein Cbp),o16-36i,432
Q9NWS8,Required for meiotic nuclear division protein 1 homolog,i428-448o,449
Q9NX14,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial (Complex I-ESSS) (CI-ESSS) (NADH-ubiquinone oxidoreductase ESSS subunit) (Neuronal protein 17.3) (Np17.3) (p17.3)",i89-109o,153
Q9NX94,WW domain binding protein 1-like (Outcome predictor in acute leukemia 1),o42-55i,342
Q9NXG6,Transmembrane prolyl 4-hydroxylase (P4H-TM) (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 4) (HIF-PH4) (HIF-prolyl hydroxylase 4) (HPH-4),i62-82o,502
Q9NXS2,Glutaminyl-peptide cyclotransferase-like protein (EC 2.3.2.5) (Golgi-resident glutaminyl-peptide cyclotransferase) (isoQC) (gQC),i35-52o,382
Q9NXW2,DnaJ homolog subfamily B member 12,i244-262o,375
Q9NY15,"Stabilin-1 (Fasciclin, EGF-like, laminin-type EGF-like and link domain-containing scavenger receptor 1) (FEEL-1) (MS-1 antigen)",o2476-2499i,2570
Q9NY25,C-type lectin domain family 5 member A (C-type lectin superfamily member 5) (Myeloid DAP12-associating lectin 1) (MDL-1),i6-26o,188
Q9NY28,Probable polypeptide N-acetylgalactosaminyltransferase 8 (EC 2.4.1.41) (Polypeptide GalNAc transferase 8) (GalNAc-T8) (pp-GaNTase 8) (Protein-UDP acetylgalactosaminyltransferase 8) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 8),i10-27o,637
Q9NY72,Sodium channel subunit beta-3,o160-180i,215
Q9NY97,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2 (EC 2.4.1.149) (Beta-1,3-N-acetylglucosaminyltransferase 1) (BGnT-1) (Beta-1,3-Gn-T1) (Beta3Gn-T1) (Beta-1,3-galactosyltransferase 7) (Beta-1,3-GalTase 7) (Beta3Gal-T7) (Beta3GalT7) (b3Gal-T7) (Beta-3-Gx-T7) (UDP-Gal:beta-GlcNAc beta-1,3-galactosyltransferase 7) (UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2) (BGnT-2) (Beta-1,3-Gn-T2) (Beta-1,3-N-acetylglucosaminyltransferase 2) (Beta3Gn-T2) (UDP-galactose:beta-N-acetylglucosamine beta-1,3-galactosyltransferase 7)",i10-25o,397
Q9NYJ7,Delta-like protein 3 (Drosophila Delta homolog 3) (Delta3),o492-513i,618
Q9NYK1,Toll-like receptor 7,o840-860i,1049
Q9NYL5,24-hydroxycholesterol 7-alpha-hydroxylase (EC 1.14.14.26) (Cytochrome P450 39A1) (hCYP39A1) (Oxysterol 7-alpha-hydroxylase),o8-20i,469
Q9NYQ8,Protocadherin Fat 2 (hFat2) (Cadherin family member 8) (Multiple epidermal growth factor-like domains protein 1) (Multiple EGF-like domains protein 1),o4049-4068i,4349
Q9NYX4,Neuron-specific vesicular protein calcyon,i86-106o,217
Q9NYZ4,Sialic acid-binding Ig-like lectin 8 (Siglec-8) (Sialoadhesin family member 2) (SAF-2),o364-384i,499
Q9NZ43,Vesicle transport protein USE1 (Putative MAPK-activating protein PM26) (USE1-like protein) (p31),i234-254o,259
Q9NZ53,Podocalyxin-like protein 2 (Endoglycan),o502-522i,605
Q9NZ94,Neuroligin-3 (Gliotactin homolog),o710-730i,848
Q9NZC2,Triggering receptor expressed on myeloid cells 2 (TREM-2) (Triggering receptor expressed on monocytes 2),o175-195i,230
Q9NZJ5,Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase) (HsPEK),o525-540i,1116
Q9NZM1,Myoferlin (Fer-1-like protein 3),i2027-2046o,2061
Q9NZN1,Interleukin-1 receptor accessory protein-like 1 (IL-1-RAPL-1) (IL-1RAPL-1) (IL1RAPL-1) (EC 3.2.2.6) (Oligophrenin-4) (Three immunoglobulin domain-containing IL-1 receptor-related 2) (TIGIRR-2) (X-linked interleukin-1 receptor accessory protein-like 1),o358-378i,696
Q9NZP6,Nuclear pore-associated protein 1,i716-725o,1156
Q9NZQ7,Programmed cell death 1 ligand 1 (PD-L1) (PDCD1 ligand 1) (Programmed death ligand 1) (hPD-L1) (B7 homolog 1) (B7-H1) (CD antigen CD274),o239-259i,290
Q9NZR2,Low-density lipoprotein receptor-related protein 1B (LRP-1B) (Low-density lipoprotein receptor-related protein-deleted in tumor) (LRP-DIT),o4444-4466i,4599
Q9NZS2,Killer cell lectin-like receptor subfamily F member 1 (Lectin-like receptor F1) (Activating coreceptor NKp80) (C-type lectin domain family 5 member C),i39-59o,231
Q9NZU0,Leucine-rich repeat transmembrane protein FLRT3 (Fibronectin-like domain-containing leucine-rich transmembrane protein 3),o530-550i,649
Q9NZU1,Leucine-rich repeat transmembrane protein FLRT1 (Fibronectin-like domain-containing leucine-rich transmembrane protein 1),o527-547i,646
Q9NZV1,Cysteine-rich motor neuron 1 protein (CRIM-1) (Cysteine-rich repeat-containing protein S52) [Cleaved into: Processed cysteine-rich motor neuron 1 protein],o940-960i,1036
Q9P0B6,Coiled-coil domain-containing protein 167,i78-96o,97
Q9P0K1,"Disintegrin and metalloproteinase domain-containing protein 22 (ADAM 22) (Metalloproteinase-disintegrin ADAM22-3) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2)",o737-757i,906
Q9P0L0,Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33),i231-248o,249
Q9P0T7,Proton-transporting V-type ATPase complex assembly regulator TMEM9 (v-ATPase assembly regulator TMEM9) (Dermal papilla-derived protein 4) (Transmembrane protein 9) (Protein TMEM9),o88-108i,183
Q9P0U1,Mitochondrial import receptor subunit TOM7 homolog (Translocase of outer membrane 7 kDa subunit homolog),i21-36o,55
Q9P0V8,SLAM family member 8 (B-lymphocyte activator macrophage expressed) (BCM-like membrane protein) (CD antigen CD353),o234-254i,285
